,R,D,H,PL,F,freq_band
184,42172.21243023537,12798.072737315351,146.0,172.6368166874472,9.544068044350276,5G_3.5G
185,21400.97128808924,753.2156058467684,25.0,160.01542270494653,9.544068044350276,5G_3.5G
186,41022.25417664305,752.103994238038,45.0,185.21086436222615,9.544068044350276,5G_3.5G
187,38784.69581813872,2442.58661770811,205.0,197.8741455935185,9.544068044350276,5G_3.5G
188,17712.87259942034,15317.049010744771,80.0,158.66081282385605,9.544068044350276,5G_3.5G
189,29637.90689129793,1997.3215311600056,190.0,174.82512381093906,9.544068044350276,5G_3.5G
190,29144.250516902997,924.5411754169312,84.0,179.8937695523599,9.544068044350276,5G_3.5G
191,68601.61669965272,4757.774753230846,231.0,177.71646538847983,9.544068044350276,5G_3.5G
192,54374.05905032566,4864.193591808997,187.0,200.82023684087815,9.544068044350276,5G_3.5G
193,23688.210981204687,5521.323391781451,146.0,157.151155883995,9.544068044350276,5G_3.5G
194,34704.65991585387,3153.9120942605223,-2.0,146.2898001651547,9.544068044350276,5G_3.5G
195,60472.47725221994,14628.539198216218,487.0,179.4969772693602,9.544068044350276,5G_3.5G
196,17565.473979750048,9375.409909579805,-12.0,164.1733086260095,9.544068044350276,5G_3.5G
197,30293.95672712776,1506.4703900133404,118.0,176.2615817755052,9.544068044350276,5G_3.5G
198,40629.92084907997,754.1585181586282,196.0,206.0813699346872,9.544068044350276,5G_3.5G
199,38402.62064696141,9528.101003551428,77.0,171.61815488449247,9.544068044350276,5G_3.5G
200,44938.5502855468,2913.350950744483,477.0,182.4190220345648,9.544068044350276,5G_3.5G
201,53760.04682127416,26909.109140918445,109.0,164.53564674115665,9.544068044350276,5G_3.5G
202,46328.51215458737,22241.81721463561,321.0,172.68567351630605,9.544068044350276,5G_3.5G
203,42856.20816946715,751.2380824466385,85.0,180.9181211900645,9.544068044350276,5G_3.5G
204,28548.464867195635,1997.5729818872192,123.0,172.80011437583082,9.544068044350276,5G_3.5G
205,27873.5661334218,3764.4784345267976,55.0,171.94590968684935,9.544068044350276,5G_3.5G
206,24256.32106923752,7062.481530081462,-12.0,163.05507222728568,9.544068044350276,5G_3.5G
207,30346.5106800072,5521.288854137542,49.0,179.6247456408458,9.544068044350276,5G_3.5G
208,7894.043079673348,6705.60587774661,-122.0,137.83838488497022,9.544068044350276,5G_3.5G
209,15796.096121763425,5305.125825806152,75.0,151.21027158560926,9.544068044350276,5G_3.5G
210,40218.13911592581,1766.0341496254991,9.0,169.342039924882,9.544068044350276,5G_3.5G
211,48658.87118050078,2389.190539651765,155.0,175.31738505201884,9.544068044350276,5G_3.5G
212,14869.886113634093,2773.747440438704,182.0,168.10402941653754,9.544068044350276,5G_3.5G
213,37648.5899460139,2442.936088139761,11.0,164.75801851051597,9.544068044350276,5G_3.5G
214,12907.358306207492,6304.311396297286,59.0,155.77038799699142,9.544068044350276,5G_3.5G
215,49721.47643907222,7730.77827727685,139.0,169.96521106182018,9.544068044350276,5G_3.5G
216,16162.13579517882,4861.368423910497,0.0,133.9623936810478,9.544068044350276,5G_3.5G
217,41401.0785088666,38977.45607842778,121.0,169.6270376087622,9.544068044350276,5G_3.5G
218,30244.07286864065,27995.73704618116,61.0,160.2184254414525,9.544068044350276,5G_3.5G
219,24025.62848053751,1191.0926887085025,32.0,157.51814702233708,9.544068044350276,5G_3.5G
220,35801.870264523786,924.4728630480898,92.0,171.64616395850595,9.544068044350276,5G_3.5G
